suposicion_actual,bombas,misiles,numero_objetivo,ajuste_necesario
203,2,0,222,19
552,0,3,863,311
69,0,2,279,210
324,0,3,692,368
478,0,2,694,216
355,0,3,724,369
731,0,2,476,-255
366,0,3,775,409
214,0,3,612,398
943,0,6,164,-779
471,0,1,331,-140
932,0,4,458,-474
109,0,1,224,115
725,0,3,334,-391
86,2,0,125,39
792,0,1,931,139
53,0,4,514,461
27,0,7,930,903
310,0,5,921,611
904,2,0,875,-29
212,0,6,998,786
945,1,0,889,-56
436,0,2,238,-198
569,0,3,203,-366
703,0,5,48,-655
997,0,7,93,-904
610,1,0,696,86
116,0,2,300,184
946,0,2,753,-193
897,0,2,628,-269
748,2,0,781,33
376,0,2,622,246
693,0,2,527,-166
422,0,2,157,-265
488,3,0,493,5
941,0,3,594,-347
816,0,1,953,137
975,0,3,646,-329
781,0,3,411,-370
425,0,2,184,-241
828,0,4,307,-521
32,0,2,247,215
704,0,4,155,-549
744,0,2,530,-214
103,0,2,267,164
224,0,5,877,653
754,1,0,680,-74
616,2,0,632,16
804,0,0,904,100
715,0,1,850,135
522,0,2,252,-270
208,0,2,381,173
332,0,3,665,333
385,0,4,925,540
624,0,3,205,-419
551,0,2,797,246
583,2,0,568,-15
566,0,2,408,-158
364,0,2,589,225
286,0,2,496,210
729,0,2,576,-153
800,0,4,313,-487
471,0,3,810,339
204,0,5,833,629
396,0,3,730,334
913,0,3,528,-385
426,0,2,711,285
391,0,1,252,-139
27,0,4,588,561
728,0,5,125,-603
852,2,0,841,-11
686,0,2,963,277
675,0,2,851,176
860,0,3,468,-392
941,2,0,895,-46
960,0,3,525,-435
449,0,3,762,313
163,0,2,327,164
270,0,1,148,-122
331,0,4,837,506
802,0,5,116,-686
397,0,1,280,-117
209,1,0,136,-73
936,0,5,264,-672
302,0,2,82,-220
428,0,1,554,126
962,0,2,663,-299
137,1,0,204,67
437,1,0,510,73
680,0,4,205,-475
924,3,0,930,6
207,0,3,513,306
381,2,0,359,-22
980,0,6,183,-797
848,0,5,214,-634
248,0,2,502,254
461,0,3,792,331
394,0,4,973,579
974,0,5,241,-733
74,0,6,922,848
864,0,3,490,-374
560,0,1,428,-132
64,0,4,526,462
885,0,4,346,-539
699,0,2,486,-213
409,0,3,796,387
671,0,3,350,-321
170,0,4,662,492
598,0,4,39,-559
367,2,0,383,16
246,0,3,660,414
842,0,5,188,-654
135,0,5,778,643
962,1,0,892,-70
158,1,0,248,90
470,0,1,602,132
802,0,1,686,-116
157,0,1,52,-105
755,0,3,370,-385
994,0,6,122,-872
864,0,6,0,-864
542,0,2,323,-219
359,0,3,4,-355
776,0,2,595,-181
102,2,0,66,-36
494,0,3,52,-442
217,0,4,687,470
116,0,5,735,619
327,2,0,282,-45
77,0,6,879,802
973,0,5,252,-721
263,0,2,9,-254
458,1,0,371,-87
145,1,0,64,-81
482,0,4,985,503
78,0,4,634,556
638,0,4,185,-453
36,0,5,767,731
541,0,2,698,157
536,0,3,157,-379
935,2,0,947,12
547,2,0,568,21
197,0,6,967,770
389,0,2,586,197
116,2,0,156,40
971,0,6,86,-885
820,2,0,852,32
371,1,0,466,95
368,0,3,735,367
943,0,5,280,-663
686,0,2,979,293
775,0,3,473,-302
644,0,2,481,-163
683,0,2,944,261
919,0,4,461,-458
259,0,5,864,605
183,0,1,78,-105
322,0,3,723,401
794,0,2,638,-156
872,0,6,39,-833
924,0,4,417,-507
23,0,5,745,722
576,2,0,542,-34
505,0,3,199,-306
180,0,5,859,679
112,0,3,463,351
924,0,1,805,-119
196,0,4,765,569
20,0,6,801,781
551,0,3,192,-359
125,3,0,124,-1
6,0,5,697,691
436,0,3,873,437
82,0,6,879,797
211,2,0,169,-42
534,0,4,54,-480
107,0,4,618,511
961,0,2,722,-239
485,0,3,119,-366
774,0,5,48,-726
994,0,1,871,-123
704,0,4,118,-586
315,2,0,297,-18
324,0,1,456,132
275,0,3,687,412
77,0,5,784,707
940,2,0,973,33
964,0,1,832,-132
918,0,5,198,-720
649,1,0,701,52
813,0,4,362,-451
95,0,5,796,701
455,0,3,784,329
405,0,2,581,176
270,0,1,416,146
978,3,0,980,2
357,1,0,418,61
730,0,3,341,-389
143,0,2,382,239
180,0,2,375,195
801,0,6,29,-772
104,0,5,724,620
499,1,0,597,98
666,0,5,45,-621
386,2,0,399,13
292,0,5,924,632
669,0,2,511,-158
881,0,6,30,-851
28,0,3,414,386
607,0,1,719,112
820,0,2,525,-295
590,0,1,725,135
835,1,0,887,52
856,0,6,98,-758
271,2,0,300,29
232,0,2,34,-198
986,0,3,684,-302
863,0,1,991,128
1,0,5,696,695
672,0,2,518,-154
176,0,5,805,629
356,0,3,704,348
188,0,3,532,344
824,2,0,789,-35
793,0,5,90,-703
431,0,4,885,454
205,0,2,395,190
822,1,0,882,60
993,0,2,738,-255
900,0,3,552,-348
963,0,6,123,-840
502,0,3,928,426
720,0,3,301,-419
195,0,5,852,657
761,0,3,361,-400
873,0,3,453,-420
866,0,3,566,-300
87,0,5,817,730
685,0,4,126,-559
152,0,1,40,-112
69,0,4,578,509
7,0,6,855,848
515,0,3,954,439
511,0,2,786,275
535,0,3,178,-357
770,0,1,874,104
812,1,0,909,97
926,0,4,408,-518
834,0,3,472,-362
877,0,2,617,-260
194,0,3,569,375
152,0,5,886,734
828,1,0,750,-78
760,0,5,147,-613
337,0,1,232,-105
391,0,3,777,386
131,0,6,886,755
486,2,0,523,37
403,0,2,130,-273
51,0,6,889,838
851,0,5,117,-734
197,0,1,88,-109
250,2,0,204,-46
277,0,2,9,-268
665,2,0,646,-19
150,0,2,431,281
174,0,3,598,424
220,0,4,799,579
522,1,0,465,-57
675,0,3,360,-315
95,0,6,948,853
17,0,5,759,742
444,0,2,623,179
311,0,5,929,618
63,0,3,507,444
9,0,2,207,198
616,0,3,245,-371
476,2,0,438,-38
796,0,3,364,-432
469,0,3,855,386
423,0,3,796,373
426,0,4,948,522
362,0,3,714,352
412,0,2,237,-175
368,0,2,83,-285
407,0,2,181,-226
730,2,0,754,24
579,0,2,805,226
421,0,3,20,-401
372,0,2,139,-233
719,0,5,83,-636
376,0,2,189,-187
977,0,2,695,-282
928,0,1,793,-135
755,0,1,612,-143
192,0,2,409,217
47,0,5,673,626
255,1,0,180,-75
806,0,2,996,190
254,0,2,103,-151
389,2,0,400,11
990,0,3,690,-300
389,0,2,169,-220
414,0,1,291,-123
469,0,2,188,-281
895,0,2,687,-208
997,0,4,462,-535
721,0,2,913,192
728,0,1,587,-141
692,0,5,68,-624
469,2,0,454,-15
171,0,2,387,216
195,0,5,797,602
1000,0,1,875,-125
70,0,4,588,518
892,0,3,509,-383
538,0,1,422,-116
237,0,3,564,327
718,0,4,185,-533
518,0,3,930,412
729,0,2,464,-265
411,0,3,742,331
192,0,6,946,754
3,3,0,4,1
326,0,2,29,-297
559,0,2,311,-248
958,0,5,334,-624
580,1,0,634,54
414,0,3,66,-348
571,3,0,562,-9
577,0,2,315,-262
709,0,2,867,158
122,0,5,786,664
955,0,7,21,-934
169,0,3,519,350
709,0,2,425,-284
700,0,3,266,-434
574,1,0,478,-96
597,0,1,469,-128
928,0,1,811,-117
26,0,2,235,209
910,0,4,411,-499
955,0,3,655,-300
289,0,2,464,175
303,0,3,658,355
964,0,5,255,-709
8,0,5,677,669
672,0,3,236,-436
59,0,5,802,743
667,0,2,438,-229
951,0,6,141,-810
330,0,1,466,136
735,0,5,2,-733
887,0,4,304,-583
955,0,3,514,-441
602,1,0,669,67
42,0,6,912,870
907,2,0,873,-34
490,0,3,899,409
609,0,4,132,-477
341,0,2,558,217
444,0,3,866,422
400,0,3,826,426
774,0,1,630,-144
287,0,2,486,199
811,0,1,952,141
561,0,4,61,-500
581,0,1,453,-128
499,0,2,345,-154
743,0,1,876,133
74,0,3,464,390
49,0,1,160,111
448,0,1,552,104
637,1,0,700,63
465,0,3,896,431
325,0,3,15,-310
625,0,2,360,-265
503,0,3,813,310
318,0,4,898,580
763,0,1,660,-103
918,0,6,80,-838
505,1,0,599,94
882,0,6,117,-765
507,2,0,544,37
75,0,1,188,113
858,0,6,42,-816
769,0,5,152,-617
227,0,4,750,523
587,0,3,973,386
60,0,5,785,725
601,0,2,419,-182
415,0,1,545,130
437,0,4,968,531
999,0,4,402,-597
897,1,0,813,-84
606,1,0,702,96
377,0,1,493,116
98,0,3,461,363
998,0,4,486,-512
44,0,1,180,136
366,1,0,292,-74
170,0,5,805,635
366,0,3,693,327
943,1,0,886,-57
454,0,2,621,167
46,2,0,59,13
681,2,0,668,-13
199,0,4,753,554
586,0,4,126,-460
494,0,2,254,-240
272,0,3,648,376
949,0,2,774,-175
178,0,1,320,142
764,0,4,304,-460
689,0,4,196,-493
264,0,4,851,587
35,0,4,506,471
99,0,2,254,155
115,0,3,539,424
28,0,7,942,914
164,0,3,476,312
868,0,6,101,-767
583,0,3,957,374
398,0,4,959,561
139,0,6,971,832
189,1,0,273,84
512,0,3,149,-363
37,2,0,83,46
137,1,0,201,64
56,0,5,764,708
370,0,5,992,622
865,0,3,425,-440
74,0,2,246,172
930,3,0,933,3
373,0,2,184,-189
627,0,1,742,115
786,0,4,252,-534
480,0,2,285,-195
787,0,3,389,-398
438,0,3,828,390
80,0,3,513,433
83,1,0,174,91
551,0,2,306,-245
527,0,2,762,235
398,0,3,69,-329
649,0,3,327,-322
910,0,5,184,-726
721,0,4,255,-466
854,0,5,176,-678
229,0,5,950,721
569,0,2,844,275
376,1,0,287,-89
808,0,2,649,-159
910,0,2,652,-258
556,0,1,422,-134
763,0,3,418,-345
581,1,0,506,-75
181,1,0,131,-50
954,0,3,509,-445
30,1,0,83,53
849,2,0,872,23
731,0,2,934,203
25,0,7,935,910
843,0,1,959,116
644,0,2,888,244
974,0,7,42,-932
981,0,4,521,-460
285,0,2,538,253
711,0,4,168,-543
949,0,3,586,-363
378,0,2,538,160
458,0,4,998,540
930,0,6,84,-846
470,0,2,703,233
92,0,6,942,850
229,0,6,996,767
27,1,0,79,52
291,0,2,536,245
46,0,3,442,396
552,3,0,551,-1
160,0,5,875,715
655,0,2,951,296
663,2,0,620,-43
922,0,1,818,-104
919,0,4,457,-462
393,2,0,376,-17
487,2,0,450,-37
114,1,0,192,78
296,1,0,219,-77
726,0,4,144,-582
167,2,0,182,15
924,0,3,555,-369
317,0,4,786,469
14,0,3,374,360
405,0,3,740,335
920,0,4,389,-531
862,1,0,939,77
799,0,2,963,164
748,2,0,730,-18
249,0,3,565,316
605,0,3,229,-376
832,1,0,887,55
462,2,0,450,-12
445,0,2,615,170
769,0,3,400,-369
632,0,2,448,-184
805,0,3,361,-444
785,0,2,500,-285
700,0,3,395,-305
34,2,0,82,48
368,1,0,279,-89
50,1,0,111,61
344,1,0,425,81
498,1,0,417,-81
144,0,2,424,280
836,0,3,419,-417
441,0,2,253,-188
291,0,2,492,201
687,0,2,935,248
341,0,2,109,-232
389,0,3,6,-383
256,0,2,421,165
386,0,4,891,505
334,0,4,858,524
758,0,3,347,-411
227,0,2,68,-159
232,0,3,547,315
351,0,5,976,625
298,0,1,182,-116
350,0,2,193,-157
729,0,2,566,-163
842,0,5,237,-605
185,0,5,904,719
835,0,2,640,-195
501,0,2,311,-190
916,0,2,691,-225
89,0,5,756,667
940,0,4,426,-514
856,0,2,706,-150
492,0,4,963,471
679,0,4,210,-469
773,2,0,784,11
769,0,5,67,-702
124,0,6,945,821
618,0,2,809,191
875,0,2,581,-294
208,2,0,235,27
806,0,2,512,-294
509,0,3,148,-361
607,2,0,631,24
236,0,3,666,430
539,0,2,255,-284
14,0,4,564,550
102,0,5,753,651
227,0,2,516,289
647,0,2,476,-171
671,0,4,174,-497
652,0,4,112,-540
953,0,5,289,-664
67,0,5,801,734
68,0,2,295,227
313,0,5,979,666
419,0,4,908,489
835,2,0,869,34
569,2,0,554,-15
691,0,2,884,193
648,0,4,168,-480
852,2,0,815,-37
818,0,3,369,-449
490,0,1,347,-143
363,0,5,963,600
895,0,6,130,-765
388,0,3,2,-386
225,2,0,179,-46
892,0,1,996,104
911,1,0,826,-85
727,0,4,183,-544
991,0,3,651,-340
287,0,1,155,-132
289,0,5,944,655
156,0,1,52,-104
651,2,0,623,-28
351,0,4,935,584
372,0,3,748,376
350,0,2,623,273
305,2,0,329,24
513,0,1,659,146
586,0,3,146,-440
616,0,3,985,369
509,1,0,428,-81
320,2,0,359,39
639,0,2,434,-205
498,0,3,64,-434
419,0,1,539,120
681,0,3,265,-416
739,0,3,337,-402
431,0,3,773,342
459,0,2,669,210
965,2,0,944,-21
489,0,2,653,164
828,0,5,199,-629
240,0,2,510,270
351,0,2,119,-232
291,0,2,501,210
866,0,4,347,-519
373,0,3,738,365
989,1,0,890,-99
375,2,0,423,48
641,0,2,391,-250
17,0,5,731,714
193,0,5,937,744
626,0,1,479,-147
234,0,1,133,-101
229,0,2,46,-183
605,0,2,777,172
902,0,4,316,-586
255,0,4,832,577
522,0,2,266,-256
710,0,1,827,117
6,0,3,334,328
533,0,2,267,-266
185,0,5,856,671
484,0,2,291,-193
545,0,3,973,428
90,0,1,196,106
744,0,2,549,-195
897,1,0,842,-55
764,0,4,308,-456
862,0,3,522,-340
177,0,1,64,-113
446,1,0,541,95
131,0,2,350,219
792,0,2,570,-222
713,0,5,97,-616
302,2,0,265,-37
505,0,2,779,274
813,0,2,578,-235
470,0,3,87,-383
644,0,2,909,265
625,0,1,733,108
370,0,2,208,-162
551,0,2,290,-261
716,0,3,401,-315
452,0,3,777,325
415,0,4,963,548
350,2,0,377,27
252,0,2,413,161
229,0,2,444,215
471,1,0,402,-69
730,0,3,382,-348
654,0,5,34,-620
386,1,0,483,97
381,0,2,105,-276
713,0,5,112,-601
94,0,4,648,554
13,0,1,162,149
261,0,5,915,654
330,0,3,13,-317
983,0,4,484,-499
897,0,4,397,-500
422,2,0,443,21
501,1,0,555,54
549,0,2,796,247
915,0,5,304,-611
872,0,2,647,-225
170,0,5,910,740
511,0,2,708,197
912,0,1,799,-113
515,0,3,141,-374
59,0,5,727,668
323,0,3,624,301
125,0,6,900,775
872,0,6,47,-825
196,0,5,859,663
968,0,4,501,-467
671,0,4,124,-547
128,0,4,725,597
283,0,2,116,-167
283,0,1,400,117
440,0,3,851,411
668,0,1,550,-118
378,2,0,416,38
284,0,1,409,125
216,0,2,452,236
478,0,2,667,189
140,0,5,756,616
877,2,0,915,38
988,0,3,669,-319
680,0,5,59,-621
326,0,5,949,623
680,0,2,399,-281
586,0,4,57,-529
173,0,1,309,136
872,0,4,292,-580
991,0,4,392,-599
961,0,3,590,-371
918,0,4,349,-569
920,2,0,932,12
3,0,2,240,237
806,0,4,236,-570
538,2,0,511,-27
381,0,3,824,443
927,0,4,452,-475
685,0,5,6,-679
443,0,4,942,499
813,0,4,328,-485
58,0,6,918,860
517,0,3,124,-393
899,1,0,837,-62
421,0,4,879,458
239,0,2,524,285
112,0,6,947,835
136,0,2,326,190
867,0,5,181,-686
815,0,2,586,-229
107,0,3,528,421
245,0,5,877,632
290,0,1,152,-138
498,0,2,653,155
624,0,1,736,112
243,0,1,383,140
13,0,5,723,710
437,2,0,389,-48
694,2,0,647,-47
648,0,3,978,330
688,1,0,616,-72
490,0,1,634,144
620,0,3,945,325
297,2,0,249,-48
708,0,4,116,-592
388,0,4,886,498
609,0,1,465,-144
877,2,0,848,-29
422,0,2,143,-279
597,0,3,252,-345
247,2,0,274,27
32,0,6,874,842
584,0,4,9,-575
881,0,4,323,-558
837,0,6,58,-779
71,0,4,587,516
477,0,2,656,179
54,0,4,574,520
268,0,3,612,344
781,0,2,589,-192
882,0,6,128,-754
972,0,6,89,-883
966,0,2,729,-237
744,0,4,187,-557
410,0,2,174,-236
2,0,5,646,644
295,0,4,793,498
906,0,4,360,-546
351,0,2,128,-223
397,0,1,539,142
385,0,3,82,-303
885,0,1,773,-112
90,0,5,829,739
610,0,3,922,312
8,0,4,534,526
382,1,0,445,63
280,0,5,887,607
956,0,7,18,-938
485,0,1,591,106
897,0,4,417,-480
512,0,2,312,-200
31,1,0,105,74
722,0,2,920,198
997,0,4,451,-546
828,0,4,277,-551
604,2,0,629,25
620,0,2,843,223
25,0,5,702,677
5,0,7,992,987
46,2,0,87,41
538,0,1,416,-122
425,0,2,653,228
234,2,0,250,16
301,2,0,287,-14
500,1,0,447,-53
382,0,3,37,-345
757,0,3,452,-305
835,0,3,465,-370
240,0,2,78,-162
637,0,3,285,-352
455,0,2,719,264
398,1,0,299,-99
329,0,2,76,-253
501,0,2,717,216
692,0,2,530,-162
516,0,2,301,-215
619,0,3,240,-379
263,0,3,586,323
600,0,3,905,305
651,0,4,173,-478
401,0,1,254,-147
537,0,3,139,-398
425,0,2,708,283
93,0,6,859,766
166,0,5,831,665
195,0,5,798,603
189,0,3,616,427
887,0,1,996,109
382,0,3,17,-365
57,0,6,925,868
990,0,4,427,-563
20,2,0,36,16
936,0,3,547,-389
582,0,2,329,-253
640,0,3,970,330
225,0,4,774,549
205,0,3,638,433
877,0,6,93,-784
134,0,4,715,581
867,0,5,247,-620
898,0,5,256,-642
450,0,2,223,-227
659,0,4,63,-596
749,0,1,873,124
122,0,5,740,618
917,0,1,811,-106
501,0,3,57,-444
261,2,0,309,48
446,0,3,821,375
22,0,4,577,555
50,1,0,125,75
529,0,3,94,-435
625,0,2,428,-197
641,0,2,809,168
496,0,4,952,456
546,0,3,924,378
540,0,2,708,168
868,0,2,653,-215
266,0,5,946,680
915,0,3,494,-421
858,0,3,492,-366
198,0,6,948,750
898,0,5,252,-646
538,0,3,842,304
131,0,1,279,148
75,0,5,820,745
494,0,4,982,488
919,0,4,454,-465
133,0,3,463,330
54,0,3,500,446
190,0,5,916,726
438,0,2,596,158
120,0,1,234,114
887,0,1,990,103
960,0,4,500,-460
382,0,1,506,124
253,0,4,833,580
265,0,4,795,530
398,0,3,24,-374
174,0,4,676,502
180,0,5,913,733
231,0,2,433,202
465,0,4,1,-464
776,0,3,341,-435
920,0,5,193,-727
781,0,0,681,-100
334,0,4,892,558
768,0,1,639,-129
795,0,1,693,-102
235,0,4,808,573
236,2,0,274,38
174,0,2,332,158
64,0,2,361,297
638,0,4,154,-484
614,0,4,153,-461
450,0,1,303,-147
369,0,3,31,-338
660,0,4,159,-501
397,0,5,1000,603
225,0,1,111,-114
598,0,3,150,-448
964,0,2,786,-178
810,1,0,756,-54
233,0,2,484,251
518,2,0,545,27
612,0,2,875,263
556,0,1,434,-122
761,2,0,723,-38
975,0,3,584,-391
612,0,3,941,329
261,0,3,576,315
556,3,0,563,7
177,0,6,985,808
588,0,4,125,-463
210,2,0,170,-40
782,0,1,666,-116
779,1,0,869,90
795,1,0,729,-66
289,0,4,755,466
64,0,6,822,758
11,0,6,868,857
805,0,3,493,-312
86,0,4,580,494
198,2,0,150,-48
435,0,2,283,-152
87,0,3,394,307
145,0,6,971,826
407,0,3,711,304
152,0,1,10,-142
968,2,0,958,-10
9,0,6,885,876
534,0,2,688,154
859,0,4,278,-581
743,0,5,48,-695
93,0,2,254,161
759,1,0,661,-98
443,0,2,216,-227
742,2,0,706,-36
259,0,2,439,180
13,0,2,289,276
793,0,5,79,-714
944,0,2,788,-156
393,1,0,338,-55
526,1,0,438,-88
312,3,0,303,-9
448,0,2,605,157
407,0,2,660,253
536,0,2,250,-286
303,0,4,764,461
753,0,4,276,-477
18,0,5,636,618
582,0,3,976,394
842,2,0,804,-38
880,0,6,111,-769
199,0,4,724,525
411,1,0,470,59
818,0,2,578,-240
138,0,5,772,634
507,0,2,784,277
54,0,2,351,297
552,1,0,458,-94
410,1,0,473,63
210,0,2,40,-170
604,0,3,216,-388
148,2,0,110,-38
635,2,0,645,10
963,2,0,945,-18
711,0,5,1,-710
196,0,6,987,791
286,0,2,70,-216
887,0,2,687,-200
420,0,3,15,-405
791,1,0,706,-85
422,0,3,743,321
279,0,5,959,680
594,0,3,200,-394
358,0,2,557,199
707,0,5,37,-670
640,0,1,493,-147
348,0,4,810,462
516,1,0,464,-52
487,0,1,630,143
400,0,2,572,172
442,0,1,549,107
229,1,0,142,-87
821,0,2,572,-249
357,0,2,103,-254
490,0,4,10,-480
217,1,0,304,87
691,0,3,331,-360
364,0,2,660,296
107,0,3,426,319
603,0,4,153,-450
830,0,4,265,-565
5,0,4,521,516
579,2,0,625,46
763,0,5,87,-676
299,2,0,279,-20
115,0,6,904,789
122,1,0,216,94
539,0,2,287,-252
409,1,0,482,73
371,2,0,407,36
849,2,0,806,-43
529,0,2,719,190
696,0,1,559,-137
522,0,2,223,-299
135,0,3,500,365
522,2,0,493,-29
300,0,4,855,555
23,0,4,562,539
429,0,1,284,-145
90,0,3,488,398
948,0,2,715,-233
23,1,0,91,68
677,0,3,298,-379
327,0,5,961,634
870,0,1,731,-139
41,0,4,555,514
736,0,3,368,-368
202,0,5,884,682
822,0,2,972,150
764,0,5,78,-686
809,0,2,648,-161
254,1,0,334,80
105,0,2,354,249
575,0,4,21,-554
307,1,0,384,77
42,0,3,418,376
415,1,0,335,-80
103,0,3,428,325
221,0,4,671,450
145,0,2,340,195
87,0,3,389,302
125,0,3,511,386
714,0,5,74,-640
116,0,3,564,448
763,0,5,52,-711
757,0,3,434,-323
341,2,0,300,-41
835,0,1,950,115
326,0,2,494,168
477,0,3,111,-366
391,0,2,175,-216
477,3,0,480,3
242,0,5,954,712
942,0,4,409,-533
509,0,2,313,-196
940,0,4,458,-482
183,1,0,101,-82
193,0,4,746,553
394,1,0,304,-90
71,0,4,610,539
302,0,3,610,308
645,2,0,614,-31
311,0,4,855,544
41,2,0,19,-22
49,0,3,353,304
451,0,3,753,302
222,0,3,557,335
219,0,1,77,-142
185,0,4,657,472
585,0,3,910,325
92,0,3,396,304
917,0,6,159,-758
432,0,2,684,252
201,0,6,956,755
285,0,1,169,-116
375,0,1,487,112
177,0,3,514,337
463,0,2,755,292
403,0,4,947,544
811,2,0,801,-10
753,0,0,853,100
69,0,2,334,265
656,0,2,388,-268
914,0,5,314,-600
37,0,4,526,489
422,0,4,939,517
507,0,4,957,450
271,0,4,746,475
48,0,6,856,808
516,0,3,953,437
815,3,0,812,-3
55,0,3,489,434
329,0,4,792,463
15,0,5,633,618
463,0,4,927,464
169,2,0,201,32
976,0,1,830,-146
449,0,3,80,-369
821,1,0,917,96
64,0,3,503,439
657,0,1,768,111
729,0,5,120,-609
10,0,4,565,555
809,0,4,272,-537
139,2,0,152,13
729,1,0,827,98
828,0,4,284,-544
795,2,0,784,-11
860,0,4,350,-510
79,2,0,95,16
290,0,2,490,200
969,0,3,536,-433
738,0,5,95,-643
486,0,1,356,-130
401,0,2,586,185
754,1,0,834,80
399,0,2,665,266
647,0,4,192,-455
684,0,5,57,-627
563,0,3,965,402
281,1,0,229,-52
103,0,5,782,679
886,0,2,679,-207
854,0,3,409,-445
38,0,2,227,189
235,0,2,391,156
981,2,0,946,-35
336,0,3,756,420
93,0,4,634,541
9,0,6,899,890
347,0,4,839,492
777,0,3,383,-394
991,0,1,844,-147
295,0,2,64,-231
156,1,0,60,-96
825,0,4,327,-498
567,2,0,522,-45
117,0,6,897,780
309,2,0,265,-44
131,0,2,336,205
862,0,6,68,-794
945,0,2,650,-295
222,0,4,681,459
229,0,5,858,629
86,0,3,456,370
267,2,0,308,41
205,0,4,742,537
658,1,0,727,69
949,3,0,950,1
150,0,3,524,374
76,0,2,271,195
699,0,1,835,136
281,0,4,855,574
559,0,3,167,-392
814,0,2,616,-198
422,0,4,974,552
209,2,0,161,-48
578,0,2,813,235
525,0,2,231,-294
925,2,0,890,-35
450,0,4,965,515
302,0,2,578,276
914,0,6,137,-777
51,0,6,877,826
807,0,5,165,-642
794,0,3,369,-425
342,0,2,66,-276
668,0,1,537,-131
152,0,5,759,607
93,2,0,55,-38
551,0,4,94,-457
350,0,2,128,-222
909,2,0,933,24
636,1,0,538,-98
517,0,2,234,-283
824,2,0,798,-26
498,0,3,158,-340
78,0,5,821,743
857,0,2,640,-217
615,0,2,859,244
591,1,0,667,76
552,0,3,899,347
195,3,0,202,7
0,2,0,10,10
26,0,3,366,340
157,1,0,242,85
435,0,3,4,-431
530,0,1,415,-115
753,2,0,783,30
903,1,0,843,-60
561,0,3,167,-394
420,0,3,836,416
390,2,0,359,-31
989,0,5,382,-607
748,0,4,262,-486
709,0,2,498,-211
789,0,5,109,-680
671,0,4,161,-510
61,0,3,510,449
199,0,2,45,-154
597,0,2,312,-285
964,0,4,466,-498
981,0,5,252,-729
776,0,6,0,-776
341,0,2,553,212
813,0,5,86,-727
556,0,3,935,379
69,0,3,458,389
332,0,2,560,228
536,1,0,471,-65
492,0,3,873,381
436,0,2,185,-251
397,0,4,986,589
858,3,0,867,9
95,0,4,587,492
989,0,6,203,-786
244,1,0,157,-87
126,0,3,468,342
511,0,1,407,-104
309,1,0,217,-92
927,0,5,264,-663
227,0,3,607,380
279,0,3,660,381
670,0,2,423,-247
973,0,4,429,-544
751,0,5,30,-721
121,0,3,527,406
166,0,1,50,-116
20,0,3,429,409
435,0,3,837,402
30,0,2,204,174
62,0,5,709,647
386,0,3,17,-369
818,0,3,455,-363
574,0,3,232,-342
803,0,5,106,-697
602,0,2,337,-265
753,0,3,357,-396
701,0,1,806,105
84,0,5,825,741
887,0,5,160,-727
576,0,3,906,330
432,0,2,257,-175
979,0,7,40,-939
842,0,3,495,-347
950,0,6,175,-775
156,0,4,742,586
855,0,1,720,-135
512,0,4,9,-503
817,1,0,875,58
505,0,3,133,-372
789,0,2,987,198
369,0,3,760,391
129,0,5,736,607
466,0,2,248,-218
638,0,2,890,252
5,0,6,865,860
850,0,4,328,-522
91,0,4,592,501
606,0,3,908,302
611,0,2,361,-250
292,0,4,879,587
938,0,2,756,-182
153,0,2,374,221
517,0,4,983,466
658,0,5,40,-618
123,0,4,708,585
254,0,1,114,-140
697,0,2,529,-168
287,0,2,456,169
110,0,3,446,336
784,0,3,426,-358
375,0,2,556,181
35,0,3,417,382
789,0,2,984,195
532,0,1,652,120
193,2,0,178,-15
139,1,0,196,57
259,0,4,823,564
826,0,6,18,-808
218,0,2,495,277
666,0,3,972,306
